Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2022,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,3,Ganado en pie,119.076,48.405,38.79,4619.05,0
2022,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,1,Carne,655.849,80.849,49.89,32718.6,8112
2022,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,3,Ganado en pie,825.556,101.77,33.84,27935.8,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,1,Abeja,7,Miel,34.63,0,49.75,1722.9,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,1,Carne,74317.1,1.575,37.51,2787970,47192581
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,8,Ganado en pie,97405.5,2.064,26.75,2605280,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,1,Carne,1246.52,267.723,84.08,104813,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,3,Ganado en pie,2246.6,482.517,44.03,98921.8,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,6,Leche,37646.4,0,6.91,260111,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,1,Carne,12.801,22.537,72.91,933.261,568
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,3,Ganado en pie,24.412,42.979,35.28,861.351,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,1,Carne,78.594,25.922,85.39,6710.8,3032
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,3,Ganado en pie,149.671,49.364,38.67,5788.19,0
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,1,Carne,5450.41,86.492,50.69,276275,63016
2022,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,3,Ganado en pie,7180.72,113.951,33.01,237001,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,1,Abeja,7,Miel,19.413,0,49.84,967.537,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,1,Carne,30378.4,1.575,37.72,1145830,19284962
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,8,Ganado en pie,39958.4,2.072,26.87,1073670,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,1,Carne,4204.52,262.176,84.86,356802,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,3,Ganado en pie,7502.2,467.806,44.92,337020,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,6,Leche,48987.9,0,7.28,356717,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,1,Carne,2.821,22.389,72.83,205.444,126
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,3,Ganado en pie,5.388,42.762,35.43,190.903,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,1,Carne,56.702,26.058,85.35,4839.56,2176
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,3,Ganado en pie,108.235,49.74,38.57,4174.81,0
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,1,Carne,215.937,83.697,51.1,11034.5,2580
2022,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,3,Ganado en pie,292.771,113.477,32.18,9420.99,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,1,Abeja,7,Miel,9.583,0,49.75,476.729,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,1,Carne,10016.3,263.635,85.07,852071,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,3,Ganado en pie,17926,471.824,44.98,806275,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,6,Leche,7628.55,0,7.01,53472.6,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,1,Carne,1.63,21.169,72.93,118.884,77
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,3,Ganado en pie,3.108,40.364,35.3,109.724,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,1,Carne,8.305,26.534,85.32,708.603,313
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,3,Ganado en pie,15.63,49.936,38.53,602.191,0
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,1,Carne,116.968,83.074,50.92,5956.52,1408
2022,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,3,Ganado en pie,159.884,113.554,31.99,5114.51,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,1,Abeja,7,Miel,30.184,0,49.77,1502.33,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,1,Carne,16760.1,1.586,37.59,630044,10568183
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,8,Ganado en pie,22034.7,2.085,26.76,589651,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,1,Carne,537.677,261.135,85.45,45945.7,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,3,Ganado en pie,971.125,471.649,44.77,43472.7,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,6,Leche,35564.5,0,6.88,244590,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,1,Carne,22.361,22.25,72.99,1632.11,1005
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,3,Ganado en pie,42.628,42.416,35.28,1504.03,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,1,Carne,10.912,25.201,85.25,930.301,433
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,3,Ganado en pie,20.698,47.801,38.49,796.642,0
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,1,Carne,5396.84,85.523,50.41,272035,63104
2022,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,3,Ganado en pie,7100.71,112.524,32.61,231535,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,1,Abeja,7,Miel,134.384,0,49.54,6657.98,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,1,Carne,49452.1,1.575,37.5,1854290,31390680
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,8,Ganado en pie,65010.1,2.071,26.88,1747530,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,1,Carne,471.98,264.119,84.12,39705.2,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,3,Ganado en pie,850.14,475.736,44.3,37665.2,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,6,Leche,18000.2,0,6.94,124960,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,1,Carne,2.759,22.615,72.99,201.371,122
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,3,Ganado en pie,5.229,42.861,35.27,184.438,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,1,Carne,27.606,25.728,85.37,2356.72,1073
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,3,Ganado en pie,52.544,48.969,38.77,2037.03,0
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,1,Carne,160.872,83.744,50.46,8117.51,1921
2022,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,3,Ganado en pie,216.266,112.58,32.12,6946.54,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Abeja,7,Miel,68.741,0,49.54,3405.76,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,1,Carne,47293.2,1.581,37.46,1771570,29922785
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,8,Ganado en pie,62179.5,2.078,26.89,1671750,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,1,Carne,341.165,256.901,84.39,28791.7,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,3,Ganado en pie,616.271,464.059,44.31,27307.1,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,6,Leche,33663.5,0,6.9,232116,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,1,Carne,2.184,21.624,72.84,159.089,101
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,3,Ganado en pie,4.137,40.96,35.25,145.838,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,1,Carne,137.647,25.307,85.4,11755.6,5439
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,3,Ganado en pie,262.218,48.211,38.77,10166,0
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,1,Carne,107.64,81.115,50.17,5400.14,1327
2022,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,3,Ganado en pie,142.544,107.418,32.77,4671.54,0
2022,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,2,Cera,2.77,0,55,152.35,0
2022,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,7,Miel,135.7,0,50.85,6900.34,0
2022,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,1,Carne,1005.976,1.823,34.16,34365.315,551857
2022,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,4,Huevo plato,401.214,0,26.44,10608.31,0
2022,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,8,Ganado en pie,1343.39,2.434,24.22,32533.672,0
2022,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,1,Carne,2758.851,285.98,67.68,186714.2,0
2022,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,3,Ganado en pie,5017.29,520.088,34.69,174035.4,0
2022,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,6,Leche,30015.701,0,7.69,230917.569,0
2022,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,1,Carne,24.475,19.706,78.33,1917.219,1242
2022,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,3,Ganado en pie,47.493,38.239,39.12,1857.849,0
2022,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,1,Carne,33.059,20.036,84.8,2803.512,1650
2022,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,3,Ganado en pie,64.233,38.929,40.24,2584.489,0
2022,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,1,Carne,325.269,89.606,42.41,13793.12,3630
2022,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,3,Ganado en pie,418.095,115.178,30.44,12726.15,0
2022,2,Baja California,2,Ensenada,3,Tecate,1,Abeja,2,Cera,0.1,0,55,5.5,0
2022,2,Baja California,2,Ensenada,3,Tecate,1,Abeja,7,Miel,3.79,0,50.85,192.722,0
2022,2,Baja California,2,Ensenada,3,Tecate,3,Ave,4,Huevo plato,449.961,0,26.52,11933.5,0
2022,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,1,Carne,3198.42,290.818,67.19,214900,0
2022,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,3,Ganado en pie,5356.1,487.007,35.08,187914,0
2022,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,6,Leche,57971.4,0,7.69,445881,0
2022,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,1,Carne,8.561,19.817,78.33,670.578,432
2022,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,3,Ganado en pie,16.509,38.215,39.11,645.6,0
2022,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,1,Carne,7.634,20.142,84.66,646.33,379
2022,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,3,Ganado en pie,14.712,38.818,40.35,593.593,0
2022,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,1,Carne,15.358,89.291,42,645.018,172
2022,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,3,Ganado en pie,19.951,115.994,29.92,596.899,0
2022,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,2,Cera,0.15,0,55,8.25,0
2022,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,7,Miel,4.2,0,50.85,213.57,0
2022,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,1,Carne,120.712,1.878,33.98,4102.27,64291
2022,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,4,Huevo plato,3256.99,0,25.71,83750.5,0
2022,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,8,Ganado en pie,160.966,2.504,23.22,3738.34,0
2022,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,1,Carne,159.344,270.993,66.51,10598.5,0
2022,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,3,Ganado en pie,284.695,484.175,34.48,9815.42,0
2022,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,6,Leche,72525.7,0,7.71,559085,0
2022,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,1,Carne,27.472,19.821,78.56,2158.24,1386
2022,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,3,Ganado en pie,53.279,38.441,38.25,2038.08,0
2022,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,1,Carne,34.289,20.496,84.65,2902.65,1673
2022,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,3,Ganado en pie,65.408,39.096,40.3,2635.84,0
2022,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,1,Carne,194.019,89,42.52,8249.66,2180
2022,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,3,Ganado en pie,247.852,113.694,30.95,7671.49,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,1,Abeja,2,Cera,0.04,0,55,2.2,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,1,Abeja,7,Miel,1.44,0,50.85,73.224,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,1,Carne,262.057,270.441,65.4,17139.5,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,3,Ganado en pie,473.543,488.692,33.72,15967.8,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,6,Leche,28479.9,0,7.68,218795,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,1,Carne,20.25,19.99,78.66,1592.92,1013
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,3,Ganado en pie,39.335,38.83,39.19,1541.73,0
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,1,Carne,38.682,20.456,84.35,3262.88,1891
2022,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,3,Ganado en pie,73.694,38.971,40.33,2972.42,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,2,Cera,3.696,0,55,203.28,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,7,Miel,148.895,0,50.85,7571.302,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,3,Ave,4,Huevo plato,27111.868,0,25.65,695311.7,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,1,Carne,107267.412,291.006,71.09,7625875.13,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,3,Ganado en pie,179139.4,485.988,36.82,6595305.23,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,6,Leche,19661.914,0,7.73,151961.66,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,1,Carne,131.217,20.256,78.59,10312.099,6478
2022,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,3,Ganado en pie,254.651,39.31,38.76,9870.316,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,6,Leche,495.66,0,6.83,3386.654,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,1,Carne,184.562,20.702,84.6,15614.543,8915
2022,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,3,Ganado en pie,356.88,40.031,40.27,14372.096,0
2022,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,1,Carne,559.349,86.68,42.55,23797.911,6453
2022,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,3,Ganado en pie,724.714,112.307,30.44,22060.587,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,1,Carne,714.494,242.201,64.27,45923.7,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,3,Ganado en pie,1309.939,444.047,31.92,41817.1,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,6,Leche,341.21,0,7.22,2463.54,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,1,Carne,15.792,22.592,69.88,1103.56,699
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,3,Ganado en pie,30.123,43.094,31.12,937.284,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,6,Leche,740.831,0,6.77,5012.39,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,1,Carne,10.982,23.416,79.25,870.368,469
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,3,Ganado en pie,20.637,44.002,38.09,786.003,0
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,1,Carne,122.582,69.887,40.48,4962.21,1754
2022,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,3,Ganado en pie,164.221,93.627,25.7,4220.17,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,1,Abeja,7,Miel,10.58,0,51.42,544.072,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,1,Carne,224.353,1.637,39.43,8847.23,137027
2022,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,4,Huevo plato,610.495,0,23.96,14629.4,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,8,Ganado en pie,290.223,2.118,28.83,8366.28,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,1,Carne,1614.71,241.254,68.37,110396,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,3,Ganado en pie,2939.52,439.193,36.85,108315,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,6,Leche,21946.6,0,7.47,164021,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,1,Carne,233.393,15.165,70.73,16508.1,15390
2022,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,3,Ganado en pie,462.239,30.035,32.88,15197.3,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,6,Leche,2761.38,0,6.55,18081.5,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,1,Carne,106.216,15.606,77.77,8260.56,6806
2022,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,3,Ganado en pie,208.771,30.675,36.55,7629.88,0
2022,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,1,Carne,480.798,75.597,39.06,18779.8,6360
2022,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,3,Ganado en pie,632.637,99.471,25.56,16168.9,0
2022,3,Baja California Sur,5,Comondú,9,Loreto,1,Abeja,7,Miel,4.23,0,51.3,217.002,0
2022,3,Baja California Sur,5,Comondú,9,Loreto,4,Bovino,1,Carne,412.46,228.89,68.87,28405,0
